bgc_id,compound_name,formula,formula_source,mass,organism,subclass,C,H,O,z_star_alphabet_plus_mass,tier,runtime_s,cycle_lo,cycle_hi
BGC0002177,ustilaginoidin N,C29H22O10,smiles_recovery,nan,Ustilaginoidea virens,unknown,29,22,10,-1,OUT_OF_RANGE,0.0,0,0
BGC0002180,(+)-asperlin,C10H12O5,smiles_recovery,nan,Aspergillus nidulans FGSC A4,unknown,10,12,5,5,SILVER_4_5,0.5974271297454834,3,6
BGC0002185,gregatin A,C16H20O4,smiles_recovery,nan,Penicillium sp.,unknown,16,20,4,352,DISCARD_>30,24.008550882339478,6,9
BGC0002186,fusaristatin A,C36H58N4O7,smiles_recovery,nan,Fusarium graminearum PH-1,unknown,36,58,7,-1,NON_CHO (N),0.0,0,0
BGC0002187,monorden D,C18H19ClO5,smiles_recovery,nan,Pochonia chlamydosporia 170,unknown,18,19,5,-1,NON_CHO (Cl),0.0,0,0
BGC0002188,W493 B,C45H73N7O11,smiles_recovery,nan,Fusarium pseudograminearum CS3096,unknown,45,73,11,-1,NON_CHO (N),0.0,0,0
BGC0002190,sorbicillin,C14H16O3,smiles_recovery,nan,Acremonium chrysogenum ATCC 11550,unknown,14,16,3,-1,TIMEOUT,30.0,5,8
BGC0002191,prolipyrone B,C10H10O5,smiles_recovery,nan,Fusarium graminearum PH-1,unknown,10,10,5,1,GOLD_unique,0.5961956977844238,3,6
BGC0002192,FR901512,C21H28O6,smiles_recovery,nan,fungal sp. No.14919,unknown,21,28,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002194,epipyrone A,C34H44O10,smiles_recovery,nan,Epicoccum nigrum,unknown,34,44,10,-1,OUT_OF_RANGE,0.0,0,0
BGC0002197,terrestric acid,C11H14O4,smiles_recovery,nan,Penicillium crustosum,unknown,11,14,4,25,BRONZE_11_30,0.7240619659423828,3,6
BGC0002200,aurovertin E,C23H30O7,smiles_recovery,nan,Calcarisporium arbuscula,unknown,23,30,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002203,beauverolide Ba,C31H49N3O5,mibig,543.36722,Beauveria bassiana ARSEF 2860,unknown,31,49,5,-1,NON_CHO (N),0.0,0,0
BGC0002204,flavichalasine F,C25H39NO5,smiles_recovery,nan,Aspergillus flavipes,unknown,25,39,5,-1,NON_CHO (N),0.0,0,0
BGC0002205,phomacin D,C25H37NO4,smiles_recovery,nan,Parastagonospora nodorum SN15,unknown,25,37,4,-1,NON_CHO (N),0.0,0,0
BGC0002206,harziphilone,C15H18O4,smiles_recovery,nan,Trichoderma guizhouense,unknown,15,18,4,-1,TIMEOUT,30.0,5,8
BGC0002209,ustethylin A,C11H14O5,smiles_recovery,nan,Aspergillus ustus,unknown,11,14,5,17,BRONZE_11_30,0.6330151557922363,3,6
BGC0002210,pyranoviolin A,C13H15NO5,smiles_recovery,nan,Aspergillus violaceofuscus,unknown,13,15,5,-1,NON_CHO (N),0.0,0,0
BGC0002212,Orsellinic acid,C8H8O4,mibig,168.15,Moniliophthora roreri MCA 2997,unknown,8,8,4,1,GOLD_unique,0.06865310668945312,2,5
BGC0002214,methyl (2S)-4-methyl-2-(octanoylamino)pentanoate,C15H29NO3,smiles_recovery,271.214752,Hydnomerulius pinastri MD-312,unknown,15,29,3,-1,NON_CHO (N),0.0,0,0
BGC0002222,zopfiellin,C21H26O7,smiles_recovery,nan,Diffractella curvata,unknown,21,26,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002223,scytalidin,C22H28O7,mibig,404.183504,Scytalidium album,unknown,22,28,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002224,zopfiellin,C21H26O7,mibig,390.167855,Diffractella curvata,unknown,21,26,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002229,aculin A,C26H33NO7,smiles_recovery,nan,Aspergillus aculeatus ATCC 16872,unknown,26,33,7,-1,NON_CHO (N),0.0,0,0
BGC0002230,tolypyridone C,C21H25NO4,smiles_recovery,nan,Tolypocladium sp. 49Y,unknown,21,25,4,-1,NON_CHO (N),0.0,0,0
BGC0002231,fusaric acid,C10H13NO2,smiles_recovery,nan,Fusarium verticillioides 7600,unknown,10,13,2,-1,NON_CHO (N),0.0,0,0
BGC0002233,trichoxide,C18H26O4,smiles_recovery,nan,Trichoderma virens Gv29-8,unknown,18,26,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002234,flavoglaucin,C19H28O3,smiles_recovery,nan,Aspergillus ruber CBS 135680,unknown,19,28,3,-1,OUT_OF_RANGE,0.0,0,0
BGC0002235,"12,13-dihydroxymagnaporthepyrone",C16H20O5,mibig,278.3,Pyricularia oryzae 70-15,unknown,16,20,5,-1,TIMEOUT,30.0,6,9
BGC0002236,8-methyldiaporthin,C14H16O5,smiles_recovery,nan,Aspergillus oryzae RIB40,unknown,14,16,5,-1,TIMEOUT,30.0,5,8
BGC0002237,dichlorodiaporthin,C13H12Cl2O5,smiles_recovery,nan,Aspergillus oryzae RIB40,unknown,13,12,5,-1,NON_CHO (Cl),0.0,0,0
BGC0002238,"2,4'-dihydroxy-3'-methoxypropiophenone",C10H12O4,smiles_recovery,nan,Aspergillus oryzae RIB40,unknown,10,12,4,7,SILVER_6_10,0.6219542026519775,3,6
BGC0002239,pyrrocidine A,C31H37NO4,smiles_recovery,nan,Acremonium sp.,unknown,31,37,4,-1,NON_CHO (N),0.0,0,0
BGC0002240,BAB,C12H16O3,smiles_recovery,nan,Metarhizium anisopliae,unknown,12,16,3,49,DISCARD_>30,6.000274896621704,4,7
BGC0002241,ywa1,C14H12O6,smiles_recovery,nan,Byssochlamys sp. IMV 00236,unknown,14,12,6,-1,TIMEOUT,30.0,5,8
BGC0002243,biruloquinone,C17H10O7,smiles_recovery,nan,Cladonia macilenta KoLRI003786,unknown,17,10,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002244,pestalotiollide B,C21H22O7,smiles_recovery,nan,Neopestalotiopsis clavispora,unknown,21,22,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002247,chaetoconvosins B,C30H37NO6,smiles_recovery,nan,Amesia nigricolor,unknown,30,37,6,-1,NON_CHO (N),0.0,0,0
BGC0002249,phaeospelide A,C34H50O8,smiles_recovery,nan,Arthrinium phaeospermum,unknown,34,50,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0002250,triticone A,C14H15NO5,smiles_recovery,nan,Pyrenophora tritici-repentis Pt-1C-BFP,unknown,14,15,5,-1,NON_CHO (N),0.0,0,0
BGC0002253,waikikiamide A,C41H39N3O9,smiles_recovery,nan,Aspergillus sp. FM242,unknown,41,39,9,-1,NON_CHO (N),0.0,0,0
BGC0002254,notoamide F,C27H31N3O4,smiles_recovery,nan,Aspergillus sp. FM242,unknown,27,31,4,-1,NON_CHO (N),0.0,0,0
BGC0002255,lijiquinone,C23H26O5,smiles_recovery,nan,Ascomycota sp. F53,unknown,23,26,5,-1,OUT_OF_RANGE,0.0,0,0
BGC0002257,rufoschweinitzin,C30H30O8,smiles_recovery,nan,Xylaria schweinitzii,unknown,30,30,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0002258,shimalactone A,C29H40O4,smiles_recovery,nan,Aspergillus stellatus,unknown,29,40,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002259,beauveriolide I,C27H41N3O5,smiles_recovery,nan,Cordyceps militaris CM01,unknown,27,41,5,-1,NON_CHO (N),0.0,0,0
BGC0002261,lucilactaene,C22H27NO6,smiles_recovery,nan,Fusarium sp.,unknown,22,27,6,-1,NON_CHO (N),0.0,0,0
BGC0002262,sporothriolide,C13H18O4,smiles_recovery,nan,Hypomontagnella monticulosa,unknown,13,18,4,276,DISCARD_>30,7.168806076049805,4,7
BGC0002263,spiromarmycin,C19H24O6,smiles_recovery,nan,Spiromastix sp. SCSIO F190,unknown,19,24,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002265,atranorin,C19H18O8,mibig,374.10016753,Stereocaulon alpinum,unknown,19,18,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0002266,calidoustene A,C21H28O6,smiles_recovery,nan,Aspergillus calidoustus,unknown,21,28,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002268,"CJ-16,173",C19H19NO4,smiles_recovery,nan,Penicillium sp.,unknown,19,19,4,-1,NON_CHO (N),0.0,0,0
BGC0002269,MCA17-1,C14H15NO5,smiles_recovery,nan,Calcarisporium arbuscula,unknown,14,15,5,-1,NON_CHO (N),0.0,0,0
BGC0002270,swainsonine,C8H15NO3,smiles_recovery,nan,Metarhizium robertsii ARSEF 23,unknown,8,15,3,-1,NON_CHO (N),0.0,0,0
BGC0002275,pyrophen,C16H17NO4,smiles_recovery,nan,Aspergillus niger CBS 101883,unknown,16,17,4,-1,NON_CHO (N),0.0,0,0
BGC0002281,sambutoxin,C28H39NO4,smiles_recovery,nan,Fusarium commune,unknown,28,39,4,-1,NON_CHO (N),0.0,0,0
BGC0002304,varicidin A,C21H29NO5,smiles_recovery,nan,Talaromyces variabilis,unknown,21,29,5,-1,NON_CHO (N),0.0,0,0
BGC0002375,cladosporiumin I,C13H17NO3,smiles_recovery,nan,Cladosporium sp. SW67,unknown,13,17,3,-1,NON_CHO (N),0.0,0,0
BGC0002427,subglutinol A,C27H38O4,smiles_recovery,nan,Metarhizium robertsii ARSEF 23,unknown,27,38,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002428,FDDP-D,C29H42O7,mibig,502.2931,Fusarium graminearum PH-1,unknown,29,42,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002429,higginsianin B,C27H40O4,mibig,428.2927,Colletotrichum higginsianum IMI 349063,unknown,27,40,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002483,usnic acid,C18H16O7,smiles_recovery,nan,Cladonia uncialis subsp. uncialis,unknown,18,16,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002502,fumonisin B3,C34H59NO14,smiles_recovery,nan,Fusarium fujikuroi,unknown,34,59,14,-1,NON_CHO (N),0.0,0,0
BGC0002505,xenoacremone A,C29H35NO5,smiles_recovery,nan,Xenoacremonium sp. BF-2018a,unknown,29,35,5,-1,NON_CHO (N),0.0,0,0
BGC0002507,sporandol,C28H26O8,smiles_recovery,nan,Chrysosporium merdarium,unknown,28,26,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0002511,biruloquinone,C17H10O7,smiles_recovery,nan,Cladonia macilenta KoLRI003786,unknown,17,10,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002513,6-methylcristazarin,C14H14O6,mibig,278.079,Cladonia metacorallifera KoLRI002260,unknown,14,14,6,-1,TIMEOUT,30.0,5,8
BGC0002515,solanapyrone A,C18H22O4,smiles_recovery,nan,Ascochyta rabiei,unknown,18,22,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002516,prephenalenone,C14H12O6,smiles_recovery,nan,Fusarium neocosmosporiellum,unknown,14,12,6,-1,TIMEOUT,30.0,5,8
BGC0002525,fusarubin,C15H14O7,smiles_recovery,nan,Fusarium sp.,unknown,15,14,7,-1,TIMEOUT,30.0,5,8
BGC0002537,emeridone F,C25H28O6,smiles_recovery,nan,Aspergillus sp.,unknown,25,28,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002538,chaetolivacine A,C29H35NO2,smiles_recovery,nan,Chaetomium olivaceum,unknown,29,35,2,-1,NON_CHO (N),0.0,0,0
BGC0002546,cytoglobosin X,C32H42N2O5,smiles_recovery,nan,Chaetomium globosum,unknown,32,42,5,-1,NON_CHO (N),0.0,0,0
BGC0002555,emerimicin V,C78H122N16O19,smiles_recovery,nan,Acremonium sp.,unknown,78,122,19,-1,NON_CHO (N),0.0,0,0
BGC0002592,geodin,C17H12Cl2O7,smiles_recovery,nan,Aspergillus terreus NIH2624,unknown,17,12,7,-1,NON_CHO (Cl),0.0,0,0
BGC0002593,lecanoric acid,C16H14O7,smiles_recovery,nan,Pseudevernia furfuracea,unknown,16,14,7,-1,TIMEOUT,30.0,6,9
BGC0002594,orcinol,C7H8O2,smiles_recovery,nan,Fusarium graminearum PH-1,unknown,7,8,2,0,UNREACHABLE,0.014231681823730469,1,4
BGC0002595,orsellinic acid,C8H8O4,smiles_recovery,nan,Taiwanofungus camphoratus,unknown,8,8,4,1,GOLD_unique,0.0684363842010498,2,5
BGC0002596,lecanoric acid,C16H14O7,smiles_recovery,nan,Claviceps purpurea 20.1,unknown,16,14,7,-1,TIMEOUT,30.0,6,9
BGC0002598,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus westerdijkiae,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002603,chevalone E,C26H38O4,smiles_recovery,nan,Aspergillus versicolor,unknown,26,38,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002604,sartorypyrone A,C28H40O5,smiles_recovery,nan,Aspergillus felis,unknown,28,40,5,-1,OUT_OF_RANGE,0.0,0,0
BGC0002605,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus carbonarius,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002606,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus niger,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002607,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus westerdijkiae,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002608,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus steynii,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002609,ochratoxin A,C20H18ClNO6,smiles_recovery,nan,Aspergillus welwitschiae,unknown,20,18,6,-1,"NON_CHO (Cl,N)",0.0,0,0
BGC0002614,subglutinol A,C27H38O4,smiles_recovery,nan,Penicillium shearii,unknown,27,38,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0002616,mycophenolic acid,C17H20O6,smiles_recovery,nan,Penicillium roqueforti,unknown,17,20,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002619,mycophenolic acid,C17H20O6,smiles_recovery,nan,Penicillium brevicompactum,unknown,17,20,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002709,aurofusarin,C30H18O12,smiles_recovery,nan,Fusarium graminearum PH-1,unknown,30,18,12,-1,OUT_OF_RANGE,0.0,0,0
BGC0002731,nanangenine A,C15H22O5,smiles_recovery,nan,Aspergillus nanangensis,unknown,15,22,5,-1,TIMEOUT,30.0,5,8
BGC0002745,verrucosidin,C24H32O6,smiles_recovery,nan,Penicillium polonicum,unknown,24,32,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002749,aspcandine,C12H10N2O3,mibig,230.0691,Aspergillus candidus,unknown,12,10,3,-1,NON_CHO (N),0.0,0,0
BGC0002758,Azanidulone,C11H10O4,mibig,206.0579,Aspergillus nidulans FGSC A4,unknown,11,10,4,0,UNREACHABLE,0.5931048393249512,3,6
BGC0002759,brevione E,C28H34O7,smiles_recovery,nan,Penicillium bialowiezense CBS 227.28,unknown,28,34,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002812,Colletochlorin A,C18H25ClO5,mibig,356.1391,Colletotrichum higginsianum IMI 349063,unknown,18,25,5,-1,NON_CHO (Cl),0.0,0,0
BGC0002845,Sartorypyrone A,C28H40O5,mibig,456.2876,Aspergillus fumigatus Af293,unknown,28,40,5,-1,OUT_OF_RANGE,0.0,0,0
BGC0002847,olivetolic acid,C12H16O4,mibig,nan,Metarhizium robertsii ARSEF23,unknown,12,16,4,87,DISCARD_>30,5.757381916046143,4,7
BGC0002848,CJ-20557,C19H20O7,mibig,360.1209,Aspergillus duricaulis  CBS 481.65,unknown,19,20,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002849,Luteodienoside A,C23H38O13,mibig,522.2312,Aspergillus luteorubrus  MST-FP2246,unknown,23,38,13,-1,OUT_OF_RANGE,0.0,0,0
BGC0002852,"3,6-dialkyl-α-pyrone",C10H12O3,mibig,180.07866,Pestalotiopsis sp BRIP 39872,unknown,10,12,3,4,SILVER_4_5,0.6715269088745117,3,6
BGC0002864,Mollicellin Z ,C21H22O6,mibig,370.1416,Ovatospora sp. SCSIO SY280D,unknown,21,22,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0002867,chlorogeumsanol B,C23H29Cl1O7,mibig,452.16018,Penicillium  meliponae  MMSRG-058,unknown,23,29,7,-1,NON_CHO (Cl),0.0,0,0
BGC0002872,Zaragozic acid A,C35H46O14,mibig,690.2888,Curvularia lunata ATCC 74067,unknown,35,46,14,-1,OUT_OF_RANGE,0.0,0,0
BGC0002874,cristazarin,C13H12O6,mibig,264.0633881,Cladonia metacorallifera KoLRI002260,unknown,13,12,6,0,UNREACHABLE,5.14883017539978,4,7
BGC0002877,Cordypyrone A,C22H28O3,mibig,340.2038, Cordyceps Cordyceps militaris CM01,unknown,22,28,3,-1,OUT_OF_RANGE,0.0,0,0
BGC0002883,biruloquinone,C17H10O7,mibig,nan,Cladonia macilenta KoLRI003786,unknown,17,10,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002887,radicicol,C18H17ClO6,mibig,364.0714,Colletotrichum graminicola M1.001,unknown,18,17,6,-1,NON_CHO (Cl),0.0,0,0
BGC0002891,arthripenoid C,C30H44O9,mibig,nan,Arthrinium sp. NF2194,unknown,30,44,9,-1,OUT_OF_RANGE,0.0,0,0
BGC0002904,fumonisin B2,C34H59NO14,mibig,705.839,  ,unknown,34,59,14,-1,NON_CHO (N),0.0,0,0
BGC0002911,naringenin,C15H12O5,mibig,272.06847348,Pestalotiopsis fici W106-1,unknown,15,12,5,-1,TIMEOUT,30.0,5,8
BGC0002930,6'-O-demethyl-dihydroaustalide K,C24H32O5,mibig,400.2,Penicillium arizonense IBT 12289,unknown,24,32,5,-1,OUT_OF_RANGE,0.0,0,0
BGC0002936,Gyrophoric acid,C24H20O10,mibig,468.4,Umbilicaria deusta ,unknown,24,20,10,-1,OUT_OF_RANGE,0.0,0,0
BGC0002953,11'-O-desmethyl fendlerol,C26H40O7,smiles_recovery,nan,Annulohypoxylon moriforme CBS 123579,unknown,26,40,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0002966,luteodienoside A,C25H38O13,mibig,522.231,Aspergillus luteorubrus MST-FP2246,unknown,25,38,13,-1,OUT_OF_RANGE,0.0,0,0
BGC0002970,xylariolide D,C10H14O3,mibig,nan,Penicillium  crustosum PRB-2,unknown,10,14,3,25,BRONZE_11_30,0.7433793544769287,3,6
BGC0002971,Fugralin A,C12H20O4,mibig,nan,Fusarium  graminearum  PH-1 ,unknown,12,20,4,316,DISCARD_>30,6.132344961166382,4,7
BGC0002980,sphingofungin B,C20H39NO6,mibig,389.2777,Aspergillus fumigatus A1163,unknown,20,39,6,-1,NON_CHO (N),0.0,0,0
BGC0002984,Brefeldin A,C16H24O4,mibig,280.1675,Dactylonectria  alcacerensis  CT-6,unknown,16,24,4,2065,DISCARD_>30,26.681195974349976,6,9
BGC0002987,scirpilin A,C26H36O2,mibig,380.3,Fusarium  scirpi CGMCC 3.3656,unknown,26,36,2,-1,OUT_OF_RANGE,0.0,0,0
BGC0002993,Oxopyrrolidine A,C24H29NO5,mibig,411.2046,Penicillium oxalicum MEFC104,unknown,24,29,5,-1,NON_CHO (N),0.0,0,0
BGC0002998,ilicicolinal,C23H31ClO3,smiles_recovery,nan,Neonectria discophora SNB-CN63,unknown,23,31,3,-1,NON_CHO (Cl),0.0,0,0
BGC0002999,(2S)-annullatin A,C17H22O4,smiles_recovery,nan,Penicillium roqueforti FM164,unknown,17,22,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0003006,Rasfonin,C25H38O6,mibig,434.2668,Cephalotrichum gorgonifer NG_p51,unknown,25,38,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0003011,Eupenifeldin,C33H40O7,mibig,548.2774,Phaeosphaeriaceae sp. CF-150626,unknown,33,40,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0003013,agonodepside A,C23H26O5,mibig,382.4,Aspergillus sp. SCSIO SX7S7,unknown,23,26,5,-1,OUT_OF_RANGE,0.0,0,0
BGC0003017,Macrollin A,C21H29NO3,mibig,343.2147,Macrophomina phaseolina MS6,unknown,21,29,3,-1,NON_CHO (N),0.0,0,0
BGC0003018,sclerotiorin,C21H23ClO5,smiles_recovery,nan,Penicillium Sclerotiorum SNB-CN111,unknown,21,23,5,-1,NON_CHO (Cl),0.0,0,0
BGC0003028,Terrestric acid,C11H14O4,mibig,210.0892,Penicillium crustosum PRB-2,unknown,11,14,4,25,BRONZE_11_30,0.7454378604888916,3,6
BGC0003032,soppiline A,C21H34O3,mibig,334.2508,Penicillium soppii Okera-1 / IBT 18220,unknown,21,34,3,-1,OUT_OF_RANGE,0.0,0,0
BGC0003093,Phomoxanthone A,C38H38O16,mibig,750.216,Diaporthe sp. SYSU-MS4722,unknown,38,38,16,-1,OUT_OF_RANGE,0.0,0,0
BGC0003094,Roseopurpurin C,C18H20O7,mibig,348.1209,Phaeosphaeria sp. TTI001159,unknown,18,20,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0003099,"7-But-15-enyl-6,8-dihydroxy-3(R)-pent-11-enylisochroman-1-one",C18H22O4,mibig,302.1518,Fusarium mangiferae MRC7560,unknown,18,22,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0003108,pycnidione,C33H40O7,mibig,548.28,Leptobacillium sp. CF-236968,unknown,33,40,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0003109,stachysalicyloid C,C16H20O2,mibig,244.33,Stachybotrys sp. g12,unknown,16,20,2,10,SILVER_6_10,27.600425958633423,6,9
BGC0003113,multiformin A,C24H26O6,mibig,410.0,Jackrogersella multiformis CBS 119016,unknown,24,26,6,-1,OUT_OF_RANGE,0.0,0,0
BGC0003115,orsellinoxypropanoic acid,C11H12O6,mibig,240.21,Penicillium crustosum  PRB-2,unknown,11,12,6,0,UNREACHABLE,0.6042280197143555,3,6
BGC0003118,Multiforisin H,C13H16O6,mibig,268.0947,hypomontagnella monticulosa MUCL 54604,unknown,13,16,6,29,BRONZE_11_30,5.4336998462677,4,7
BGC0003120,Minutellin A,C27H30O7,mibig,466.1992,Jackrogersella minutella CBS 135445,unknown,27,30,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0003126,kotanin,C24H22O8,mibig,438.1314,Aspergillus niger CBS 513.88,unknown,24,22,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0003142,FDDP D,C29H42O7,mibig,502.29305,Fusarium graminearum PH-1,unknown,29,42,7,-1,OUT_OF_RANGE,0.0,0,0
BGC0003144,Physodic acid,C26H30O8,mibig,470.52,Pseudevernia furfuracea Physodic,unknown,26,30,8,-1,OUT_OF_RANGE,0.0,0,0
BGC0003145,macrophasetin A,C22H31NO3,mibig,357.2304,Macrophomina phaseolina MS6,unknown,22,31,3,-1,NON_CHO (N),0.0,0,0
BGC0003147,Taslactam C,C10H15NO3,mibig,197.10519,Tolypocladium album RK99-F33,unknown,10,15,3,-1,NON_CHO (N),0.0,0,0
BGC0003149,Taslactam D,C10H15NO3,mibig,197.10519,Fusarium oxysporum MN25,unknown,10,15,3,-1,NON_CHO (N),0.0,0,0
BGC0003150,Ascochitine,C15H16O5,mibig,276.0998,Ascochyta  viciae-villosae ONG-16-641 (aka. AV22),unknown,15,16,5,-1,TIMEOUT,30.0,5,8
BGC0003151,Annullatin D,C17H22O4,smiles_recovery,nan,Penicillium roqueforti FM164,unknown,17,22,4,-1,OUT_OF_RANGE,0.0,0,0
BGC0003154,cyclopiazonic acid,C20H20N2O3,smiles_recovery,nan,Aspergillus flavus NRRL 3357,unknown,20,20,3,-1,NON_CHO (N),0.0,0,0
